card_id,set_code,number,name,stage,evolves_from,hp,type,weakness_type,weakness_value,resistance_type,resistance_value,retreat_cost,rarity,dex_number,power_type,power_name,power_text,attack1_name,attack1_cost,attack1_damage,attack1_text,attack2_name,attack2_cost,attack2_damage,attack2_text,attack3_name,attack3_cost,attack3_damage,attack3_text,artist,flavor_text
base4-96,base4,96,Tangela,Basic,,50,G,R,x2,,,2,Common,114,,,,Bind,GC,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Poisonpowder,GGG,20,The Defending Pokémon is now Poisoned.,,,,,Mitsuhiro Arita,Its whole body is swathed with wide vines that are similar to seaweed. These vines shake as it walks.
base4-97,base4,97,Venonat,Basic,,40,G,R,x2,,,1,Common,48,,,,Stun Spore,G,10,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Leech Life,GC,10,"Remove a number of damage counters from Venonat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Venonat has fewer damage counters than that, remove all of them.",,,,,Mitsuhiro Arita,Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.
base4-98,base4,98,Voltorb,Basic,,40,L,F,x2,,,1,Common,100,,,,Tackle,C,10,,,,,,,,,,Keiji Kinebuchi,"Usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people."
base4-99,base4,99,Vulpix,Basic,,50,R,W,x2,,,1,Common,37,,,,Confuse Ray,RR,10,"Flip a coin. If heads, the Defending Pokémon is now Confused.",,,,,,,,,Ken Sugimori,"At the time of birth, it has just one tail. Its tail splits from the tip as it grows older."
base4-100,base4,100,Weedle,Basic,,40,G,R,x2,,,1,Common,13,,,,Poison Sting,G,10,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",,,,,,,,,Mitsuhiro Arita,"Often found in forests, eating leaves. It has a sharp, venomous stinger on its head."
base5-1,base5,1,Dark Alakazam,Stage 2,Dark Kadabra,60,P,P,x2,,,3,Rare Holo,65,,,,Teleport Blast,PPC,30,You may switch Dark Alakazam with 1 of your Benched Pokémon. (Do the damage before switching the Pokémon.),Mind Shock,PPP,40,Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,Ken Sugimori,"Almost as if it were being controlled by something else, it never changes expressions, even in the middle of battle."
base5-2,base5,2,Dark Arbok,Stage 1,Ekans,60,G,P,x2,,,2,Rare Holo,24,,,,Stare,GG,,"Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.",Poison Vapor,GGG,10,The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),,,,,Mitsuhiro Arita,"Freezes its prey with its stare. If you should encounter one, remember not to look into its eyes."
base5-3,base5,3,Dark Blastoise,Stage 2,Dark Wartortle,70,W,L,x2,,,2,Rare Holo,9,,,,Hydrocannon,WW,30+,Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.,Rocket Tackle,WCC,40,"Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. (Any other effects of attacks still happen.)",,,,,Mitsuhiro Arita,An aggressive Pokémon that tackles anything it sees.
base5-4,base5,4,Dark Charizard,Stage 2,Dark Charmeleon,80,R,W,x2,F,-30,3,Rare Holo,6,,,,Nail Flick,C,10,,Continuous Fireball,RR,50×,Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.,,,,,Ken Sugimori,"Seemingly possessed, it spews fire like a volcano, trying to burn all it sees."
base5-5,base5,5,Dark Dragonite,Stage 2,Dark Dragonair,70,C,,,F,-30,2,Rare Holo,149,Pokémon Power,Summon Minions,"When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",Giant Tail,CCCC,70,"Flip a coin. If tails, this attack does nothing.",,,,,,,,,Mitsuhiro Arita,"Sometimes called ""The God of Destruction."" Its wings are able to support it in spite of its massive weight."
base5-6,base5,6,Dark Dugtrio,Stage 1,Diglett,50,F,G,x2,L,-30,2,Rare Holo,51,Pokémon Power,Sinkhole,"Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",Knock Down,FF,20+,"Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,,,,,,,,Kagemaru Himeno,Digs large sinkholes in the ground and tries to trap its enemies in them.
base5-7,base5,7,Dark Golbat,Stage 1,Zubat,50,G,P,x2,F,-30,0,Rare Holo,42,Pokémon Power,Sneak Attack,"When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",Flitter,GG,,Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,,,,,Mitsuhiro Arita,"Sneaks up silently on its prey and attacks it from behind, sometimes killing it with one bite."
base5-8,base5,8,Dark Gyarados,Stage 1,Magikarp,70,W,G,x2,F,-30,2,Rare Holo,130,Pokémon Power,Final Beam,"When Dark Gyarados is Knocked Out by an attack, flip a coin. If heads, this power does 20 damage for each Water Energy attached to Dark Gyarados to the Pokémon that Knocked Out Dark Gyarados. Apply Weakness and Resistance. This power doesn't work if Dark Gyarados is Asleep, Confused, or Paralyzed.",Ice Beam,WWW,30,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,,,,,Kagemaru Himeno,"Normally found only in the deep ocean, it has recently been seen in shallow waters as well."
base5-9,base5,9,Dark Hypno,Stage 1,Drowzee,60,P,P,x2,,,2,Rare Holo,97,,,,Psypunch,P,20,,Bench Manipulation,PPC,20×,Your opponent flips a number of coins equal to the number of Pokémon on his or her Bench. This attack does 20 damage times the number of tails. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,Kagemaru Himeno,Carries a pendulum with it always. Sometimes appears near less-traveled roads and schools at dusk.
base5-10,base5,10,Dark Machamp,Stage 2,Dark Machoke,70,F,P,x2,,,3,Rare Holo,68,,,,Mega Punch,FF,30,,Fling,FFFC,,Your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck. This attack can't be used if your opponent has no Benched Pokémon.,,,,,Mitsuhiro Arita,It is almost impossible to defend against a Machamp's four powerful arms.
base5-11,base5,11,Dark Magneton,Stage 1,Magnemite,60,L,F,x2,,,2,Rare Holo,82,,,,Sonicboom,CC,20,Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),Magnetic Lines,LL,30,"If the Defending Pokémon has any basic Energy cards attached to it, choose 1 of them. If your opponent has any Benched Pokémon, choose 1 of them and attach that Energy card to it.",,,,,Miki Tanaka,The number of incidents of hackers using Magnetons to damage computer systems is steadily increasing.
base5-12,base5,12,Dark Slowbro,Stage 1,Slowpoke,60,P,P,x2,,,2,Rare Holo,80,Pokémon Power,Reel In,"When you play Dark Slowbro from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.",Fickle Attack,PP,40,"Flip a coin. If tails, this attack does nothing.",,,,,,,,,Mitsuhiro Arita,"It loves nothing better than to be left alone, and so sometimes ends up being manipulated by unscrupulous people."
base5-13,base5,13,Dark Vileplume,Stage 2,Dark Gloom,60,G,R,x2,,,2,Rare Holo,45,Pokémon Power,Hay Fever,"No Trainer cards can be played. This power stops working while Dark Vileplume is Asleep, Confused, or Paralyzed.",Petal Whirlwind,GGG,30×,"Flip a coins. This attack does 30 damage times the number of heads. If you get 2 or more heads, Dark Vileplume is now Confused (after doing damage).",,,,,,,,,Kagemaru Himeno,"Perhaps because of their strong-smelling pollen, other Pokémon do not approach areas where Vileplumes live."
base5-14,base5,14,Dark Weezing,Stage 1,Koffing,60,G,P,x2,,,1,Rare Holo,110,,,,Mass Explosion,GC,20×,"Does 20 damage times the total number of Koffings, Weezings, and Dark Weezings in play (Apply Weakness and Resistance.). Then, this attack does 20 damage to each Koffing, Weezing, and Dark Weezing (even your own). Don't apply Weakness and Resistance.",Stun Gas,GGG,20,"Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.",,,,,Shin-ichi Yoshida,Researchers have observed these Pokémon reproducing in industrial waste sites.
base5-18,base5,18,Dark Alakazam,Stage 2,Dark Kadabra,60,P,P,x2,,,3,Rare,65,,,,Teleport Blast,PPC,30,You may switch Dark Alakazam with 1 of your Benched Pokémon. (Do the damage before switching the Pokémon.),Mind Shock,PPP,40,Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,Ken Sugimori,"Almost as if it were being controlled by something else, it never changes expressions, even in the middle of battle."
base5-19,base5,19,Dark Arbok,Stage 1,Ekans,60,G,P,x2,,,2,Rare,24,,,,Stare,GG,,"Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.) If that Pokémon has a Pokémon Power, that power stops working until the end of your opponent's next turn.",Poison Vapor,GGG,10,The Defending Pokémon is now Poisoned. This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),,,,,Mitsuhiro Arita,"Freezes its prey with its stare. If you should encounter one, remember not to look into its eyes."
base5-20,base5,20,Dark Blastoise,Stage 2,Dark Wartortle,70,W,L,x2,,,2,Rare,9,,,,Hydrocannon,WW,30+,Does 30 damage plus 20 more damage for each Water Energy attached to Dark Blastoise but not used to pay for this attack. You can't add more than 40 damage in this way.,Rocket Tackle,WCC,40,"Dark Blastoise does 10 damage to itself. Flip a coin. If heads, prevent all damage done to Dark Blastoise during your opponent's next turn. (Any other effects of attacks still happen.)",,,,,Mitsuhiro Arita,An aggressive Pokémon that tackles anything it sees.
base5-21,base5,21,Dark Charizard,Stage 2,Dark Charmeleon,80,R,W,x2,F,-30,3,Rare,6,,,,Nail Flick,C,10,,Continuous Fireball,RR,50×,Flip a number of coins equal to the number of Fire Energy cards attached to Dark Charizard. This attack does 50 damage times the number of heads. Discard a number of Fire Energy cards attached to Dark Charizard equal to the number of heads.,,,,,Ken Sugimori,"Seemingly possessed, it spews fire like a volcano, trying to burn all it sees."
base5-22,base5,22,Dark Dragonite,Stage 2,Dark Dragonair,70,C,,,F,-30,2,Rare,149,Pokémon Power,Summon Minions,"When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",Giant Tail,CCCC,70,"Flip a coin. If tails, this attack does nothing.",,,,,,,,,Mitsuhiro Arita,"Sometimes called ""The God of Destruction."" Its wings are able to support it in spite of its massive weight."
base5-23,base5,23,Dark Dugtrio,Stage 1,Diglett,50,F,G,x2,L,-30,2,Rare,51,Pokémon Power,Sinkhole,"Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",Knock Down,FF,20+,"Your opponent flips a coin. If tails, this attack does 20 damage plus 20 more damage; if heads, this attack does 20 damage.",,,,,,,,,Kagemaru Himeno,Digs large sinkholes in the ground and tries to trap its enemies in them.
base5-24,base5,24,Dark Golbat,Stage 1,Zubat,50,G,P,x2,F,-30,0,Rare,42,Pokémon Power,Sneak Attack,"When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",Flitter,GG,,Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,,,,,Mitsuhiro Arita,"Sneaks up silently on its prey and attacks it from behind, sometimes killing it with one bite."
base5-25,base5,25,Dark Gyarados,Stage 1,Magikarp,70,W,G,x2,F,-30,2,Rare,130,Pokémon Power,Final Beam,"When Dark Gyarados is Knocked Out by an attack, flip a coin. If heads, this power does 20 damage for each Water Energy attached to Dark Gyarados to the Pokémon that Knocked Out Dark Gyarados. Apply Weakness and Resistance. This power doesn't work if Dark Gyarados is Asleep, Confused, or Paralyzed.",Ice Beam,WWW,30,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,,,,,Kagemaru Himeno,"Normally found only in the deep ocean, it has recently been seen in shallow waters as well."
base5-26,base5,26,Dark Hypno,Stage 1,Drowzee,60,P,P,x2,,,2,Rare,97,,,,Psypunch,P,20,,Bench Manipulation,PPC,20×,Your opponent flips a number of coins equal to the number of Pokémon on his or her Bench. This attack does 20 damage times the number of tails. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),,,,,Kagemaru Himeno,Carries a pendulum with it always. Sometimes appears near less-traveled roads and schools at dusk.
base5-27,base5,27,Dark Machamp,Stage 2,Dark Machoke,70,F,P,x2,,,3,Rare,68,,,,Mega Punch,FF,30,,Fling,FFFC,,Your opponent shuffles his or her Active Pokémon and all cards attached to it into his or her deck. This attack can't be used if your opponent has no Benched Pokémon.,,,,,Mitsuhiro Arita,It is almost impossible to defend against a Machamp's four powerful arms.
base5-28,base5,28,Dark Magneton,Stage 1,Magnemite,60,L,F,x2,,,2,Rare,82,,,,Sonicboom,CC,20,Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.),Magnetic Lines,LL,30,"If the Defending Pokémon has any basic Energy cards attached to it, choose 1 of them. If your opponent has any Benched Pokémon, choose 1 of them and attach that Energy card to it.",,,,,Miki Tanaka,The number of incidents of hackers using Magnetons to damage computer systems is steadily increasing.
base5-29,base5,29,Dark Slowbro,Stage 1,Slowpoke,60,P,P,x2,,,2,Rare,80,Pokémon Power,Reel In,"When you play Dark Slowbro from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.",Fickle Attack,PP,40,"Flip a coin. If tails, this attack does nothing.",,,,,,,,,Mitsuhiro Arita,"It loves nothing better than to be left alone, and so sometimes ends up being manipulated by unscrupulous people."
base5-30,base5,30,Dark Vileplume,Stage 2,Dark Gloom,60,G,F,x2,,,2,Rare,45,Pokémon Power,Hay Fever,"No Trainer cards can be played. This power stops working while Dark Vileplume is Asleep, Confused, or Paralyzed.",Petal Whirlwind,GGG,30×,"Flip a coins. This attack does 30 damage times the number of heads. If you get 2 or more heads, Dark Vileplume is now Confused (after doing damage).",,,,,,,,,Kagemaru Himeno,"Perhaps because of their strong-smelling pollen, other Pokémon do not approach areas where Vileplumes live."
base5-31,base5,31,Dark Weezing,Stage 1,Koffing,60,G,P,x2,,,1,Rare,110,,,,Mass Explosion,GC,20×,"Does 20 damage times the total number of Koffings, Weezings, and Dark Weezings in play (Apply Weakness and Resistance.). Then, this attack does 20 damage to each Koffing, Weezing, and Dark Weezing (even your own). Don't apply Weakness and Resistance.",Stun Gas,GGG,20,"Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.",,,,,Shin-ichi Yoshida,Researchers have observed these Pokémon reproducing in industrial waste sites.
base5-32,base5,32,Dark Charmeleon,Stage 1,Charmander,50,R,W,x2,,,2,Uncommon,5,,,,Tail Slap,CC,20,,Fireball,RRR,70,"Use this attack only if there are any Fire Energy cards attached to Dark Charmeleon. Flip a coin. If heads, discard 1 of those Energy cards. If tails, this attack does nothing (not even damage).",,,,,Kagemaru Himeno,"Its tail is incredibly strong, able to lift up to 5 adult men."
